Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
QUIK,QuickLogic Corporation,1.59,128272951.1,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,63.97,2396091090,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qdel
QNST,"QuinStreet, Inc.",12.47,587761004.9,n/a,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.39,22412934.83,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qumu
QTNT,Quotient Limited,6.05,275807950.6,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qtnt
QRTEA,"Qurate Retail, Inc.",22.6,10613286796,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrtea
QRTEB,"Qurate Retail, Inc.",22.71,10664944387,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrteb
RRD,R.R. Donnelley & Sons Company,6.77,475931000,n/a,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/rrd
RCM,R1 RCM Inc.,8.62,945242590.1,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rcm
RARX,"Ra Pharmaceuticals, Inc.",6.22,200823174.5,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,2.46,80891968.44,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,19.5,263898511.5,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rdcm
RSYS,RadiSys Corporation,0.744,29336559.1,n/a,1995,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",31.39,1426942378,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",13,627115021,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,23.52,1047720391,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rdwr
METC,"Ramaco Resources, Inc.",7.63,305829223.2,n/a,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/metc
RMBS,"Rambus, Inc.",13.38,1438152203,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,2.51,15868189.88,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/rand
GOLD,Randgold Resources Limited,77.95,2895384544,37144125,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",16.12,96998489.12,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",30.79,1423479924,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rpd
RAVE,"Rave Restaurant Group, Inc.",1.24,18658619.76,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",38.15,1367231031,n/a,n/a,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ravn
RBB,RBB Bancorp,28.27,460881117.2,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/rbb
ROLL,RBC Bearings Incorporated,123.26,2993921428,n/a,2005,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",31.93,310318442.2,n/a,1995,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",5.06,61933175.48,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,15.45,354995082.6,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,22,494617310,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",1.18,12531726.26,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/rgse
BLCN,Reality Shares Nasdaq NextGen Economy ETF,23.34,127203023.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/blcn
RNWK,"RealNetworks, Inc.",3.66,137496629.1,n/a,1997,Technology,EDP Services,https://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",59.55,5077939382,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",31.55,0,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reta
RCON,"Recon Technology, Ltd.",1.37,25044078.13,n/a,2009,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",11.72,240349259.5,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",60.15,780234461.9,n/a,2002,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",34.7,4037288404,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rrr
RDVT,"Red Violet, Inc.",7.71,79155586.23,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt
RDFN,Redfin Corporation,22.02,1826213837,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,7,103954053,14850579,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",301.81,32553582132,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,48.7,1555283833,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,0.7162,74713663.14,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",21.15,244698985.8,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/reis
RBNC,"Reliant Bancorp, Inc.",25.13,288516650.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rbnc
RELV,"Reliv&#39; International, Inc.",4.57,8432381.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv
MARK,"Remark Holdings, Inc.",5.04,165530731,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,47.1,2327178218,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",16.95,632504996.6,n/a,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/regi
ABAC,"Renmin Tianli Group, Inc.",2.15,21465051.75,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/abac
RCII,Rent-A-Center Inc.,10.13,541089148.4,n/a,1995,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii
RGEN,Repligen Corporation,42.58,1860486816,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgen
RBCAA,"Republic Bancorp, Inc.",43.85,915929898.5,n/a,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",8.95,525789928.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,0.8578,21816203.51,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr
RSLS,ReShape Lifesciences Inc.,0.3816,12764690.58,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rsls
RESN,Resonant Inc.,3.94,105001654,n/a,2014,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",15.7,494792784.8,n/a,2000,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/recn
HAIR,"Restoration Robotics, Inc.",3.57,104005841.7,n/a,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hair
TORC,"resTORbio, Inc.",9.24,259147950.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/torc
ROIC,Retail Opportunity Investments Corp.,17.16,1934283076,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",4.98,113344800,n/a,2017,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",28.18,1125620793,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",30.85,1134783192,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",3.6001,38771384.95,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",4.02,89902206.66,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,1.1,33697273.5,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk
RFIL,"RF Industries, Ltd.",6.4,57435500.8,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,26.67,212740802.6,n/a,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/rgco
RYTM,"Rhythm Pharmaceuticals, Inc.",30.71,845451950.6,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,5.42,564152694.5,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,1.61,33470513.79,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.1045,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",9.35,120923671.6,n/a,1983,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",4.06,664136005.8,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",11.8,228489382.6,n/a,2010,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/rnet
RMNI,"Rimini Street, Inc.",5.3,315323192.6,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmni
RIOT,"Riot Blockchain, Inc",9,121276188,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/riot
REDU,RISE Education Cayman Ltd,15.87,200755500,12650000,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/redu
RTTR,"Ritter Pharmaceuticals, Inc.",3.19,15760679.88,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,8.44,190492310.8,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",4.51,68273507.5,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,1.2,13387508.4,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmgn
RCKT,"Rocket Pharmaceuticals, Inc.",19.9,785660099.3,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt
RMTI,"Rockwell Medical, Inc.",5.97,309057491.3,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",26.65,197391246.7,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",11.54,68148731.44,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",35.4,3596167658,n/a,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,7.99,289523243,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,8.04,0,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,0.94,0,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew
ROSG,Rosetta Genomics Ltd.,0.43,2549839.8,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",82.47,31225831759,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",88.58,5797907968,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,10.46,522308677.7,n/a,2011,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",4.65,294936298.7,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",7.27,19926408.43,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn
RMBL,"RumbleOn, Inc.",4.82,62315567.62,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",44.53,1742767938,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",42.7,1671147338,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",26.5,819894312,n/a,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,2.58,10979360.28,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,0.405,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,111.92,11284420962,100825777,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",45,1575030645,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,3.425,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,10,312434800,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.65,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,1.18,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",19.13,3410541738,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Health Care REIT, Inc.",25.4,146050000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,23.57,6499204457,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",1.53,22830839.01,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",83.75,1280277121,n/a,2002,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",164.26,7640694835,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",76.7,1969687831,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",4,104706488,n/a,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",43.5,121215621,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",107.25,2449136762,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",41.46,1472025152,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",15.95,1618838966,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,29.7,2037490508,n/a,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.47,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,9.27,461451839.9,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",93.48,6125842180,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",9.13,279440686.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",18.58,120507576.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",18.9,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
SBBX,SB One Bancorp,30.25,239873606.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbbx
SBAC,SBA Communications Corporation,157.69,18163674348,n/a,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",38.2,976856588.4,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.18,8708108.1,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",31.55,855205184.8,n/a,1993,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,43.75,1519631488,n/a,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
SGMS,Scientific Games Corp,60.25,5466983419,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,13.07,242348305.4,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
SCYX,"SCYNEXIS, Inc.",1.63,76354808.83,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",3.02,107555475.9,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,30.63,1439094344,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,56.31,16164470567,n/a,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,0.9001,34419235.33,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.0701,0,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHLD,Sears Holdings Corporation,3.59,387567101.9,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,0.29,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.2,49944690.4,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,11.87,172546047.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",56.77,8982400778,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",2.16,143926143.8,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.84,0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,10.1,85850000,8500000,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,10.79,881591932.7,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.375,89540474.88,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,65.15,10299192340,n/a,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",12.66,177423405.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SIR,Select Income REIT,20.42,1827380777,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sir
SELB,"Selecta Biosciences, Inc.",12.19,272444549.6,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",56.1,3295735031,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",5.58,37135764.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,4.23,14996576.7,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,43.45,2869087011,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,27.45,267332530.5,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,27.45,267332530.5,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",0.3156,3283563.942,n/a,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,16.07,3818694511,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,24.6993,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,25.3448,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl
AIHS,Senmiao Technology Limited,7.2,183600000,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
SNMX,"Senomyx, Inc.",1.42,68592073.34,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/snmx
SRTS,"Sensus Healthcare, Inc.",6.8,92262413.6,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",0.722,0,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,9.71,98489112.6,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,10.129,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,1.2,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",1.89,120156313.4,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",7.77,315871230.4,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",4.05,368424927.9,n/a,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",43.18,2294894757,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs
SESN,"Sesen Bio, Inc.",3,145170216,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/sesn
SSC,"Seven Stars Cloud Group, Inc.",2.77,201483030.1,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ssc
SVBI,Severn Bancorp Inc,7.7,94306720.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",4.56,19425786.96,n/a,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",1.1207,21803196.09,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
SEII,Sharing Economy International Inc.,4.17,20367635.25,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/seii
SMED,Sharps Compliance Corp.,3.8,61111679.8,n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",8.13,68671996.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,31.2,1545622104,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",2.53,72865710.28,n/a,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",9.89,230873752.3,n/a,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",2.03,43105166.16,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht
SHPG,Shire plc,169.61,11883995348,70066596,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",26.09,419489656.5,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,18.58,236842641.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
